Structure Id,DFRP Structure Number,TC Identifier,Structure Name,Structure Name (fr),DFRP Reportable,Structure Status,Structure Status,Structure Status (fr),Structure Type,Structure Type,Structure Type (fr),Surplus,Parent Asset No.,Structure Condition,Structure Condition,Structure Condition (fr),Construction Year,Date Placed In Service,Date Decommissioned,Custodian,Custodian Name,Custodian Name,Interest Type Code,Interest Type,Interest Type (fr),Security Code,Security Code,Security Code (fr),Outdoor Parking Spaces,Transferee Custodian,Transferee Custodian Name,Transferee Custodian Name (fr),Archive Type Code,Archive Type Code,Archive Type Code (fr),Structure Use,Structure Use (fr),Partial Space Used,Heritage Designation,Heritage Designation,Heritage Designation (fr),Decision Date,Has ODS Equipment,Wastewater Issue,Waste Program,Hazardous Waste Program,Drinking Water Issue,Green Building Standard,Asbestos Status (EN),Asbestos Status (FR),Asbestos Remark,Asbestos Management Plan (EN),Asbestos Management Plan (FR),Address,Adresse (fr),City,Postal Code,Province Id,Province Name,Province Name (fr),Description,Description (fr),Floor Area (m²),Number of Floors,Indoor Parking Spaces,Area Includes Interior Parking,Outdoor Parking Spaces,has_geometry_ind
2730,113916,SB-2,Snack Bar - 2,Casse-croute -2,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1959,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Food service,Service alimentaire,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Iroquois Lock,Ecluse à Iroquois,Iroquois,,35,Ontario,Ontario,,,113,1,0,0,,1
2731,113917,Hse-Tdle,Tindale House,Maison Tindale,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,3,Poor,Piètre qualité,1959,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,Iroquois Lock,Ecluse à Iroquois,Iroquois,,35,Ontario,Ontario,,,438,3,0,0,,1
2732,113959,LK3-1,Linehandler's Building,Edifice de manutation des cordages,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Maintenance, repair, or servicing","Entretien, réparations ou service",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Welland Canal at Niagara on the Lake,Canal Welland  à Niagara on the Lake,Niagara on the Lake,,35,Ontario,Ontario,,,136,1,0,0,,1
2733,113960,LK3-2 / LK3-2A,Valve Intake Building,Edifice de valve d'admission,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal at Niagara on the Lake,Canal Welland à Niagara on the Lake,Niagara on the Lake,,35,Ontario,Ontario,Stone structure,Structure en pierre,757,2,0,0,,1
2734,113961,LK3-3,Machinery House,Edifice aux machines,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal at Niagara on the Lake,Canal Welland à Niagara on the Lake,Niagara on the Lake,,35,Ontario,Ontario,Stone structure,Structure en pierre,123,1,0,0,,1
2735,113962,LK3-6,Lock Control Kiosk,Kiosque de contrôle des écluses,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,No,Non,,Yes,Oui,Welland Canal at Niagara on the Lake,Canal Welland à Niagara on the Lake,Niagara on the Lake,,35,Ontario,Ontario,,,19,1,0,0,,1
2736,113984,EPGB-1,Valve Storage Building,Entrepôt de valves,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Port Weller Harbour East Pier, in St Catharines","Canal Welland à Port Weller quai de l'est, St Catharines",Port Weller ,,35,Ontario,Ontario,,,376,1,0,0,,1
2737,113985,EPGB-2,Storage Building,Entrepôt,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Port Weller Harbour East Pier, in St Catharines","Canal Welland à Port Weller quai de l'est, St Catharines.",Port Weller ,,35,Ontario,Ontario,,,408,1,0,0,,1
2738,113963,LK8-1,Bridge Machinery Building,Edifice pour machines du pont,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à Port Colborne,Port Colborne,,35,Ontario,Ontario,Stone Structure,Structure en pierre,196,2,0,0,,1
2739,113964,LK8-2,Pumphouse,Edifice pour pompes,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à Port Colborne,Port Colborne,,35,Ontario,Ontario,,,243,1,0,0,,1
2740,113965,LK8-3 / LK8-3A,Valve/Gate Machinery Building,Machines/Electricité pour valves et écluses,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à port Colborne,Port Colborne,,35,Ontario,Ontario,Stone with metal Structure,Structure en pierre et tole,252,1,0,0,,1
2741,113966,LK8-04,Valve/Gate Machinery Building,Edifice à machines pour valves et écluses,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal at Port Coborne,Canal Welland à Port Colborne,Port Colborne,,35,Ontario,Ontario,,,213,1,0,0,,1
2742,113967,LK8-5 / LK8-5A,Valve/Gate Machinery and Electrical  Bldg,Edifice à machines pour valves et écluses,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à Port Colborne,Port Colborne,,35,Ontario,Ontario,Stone and siding structure ,Structure en pierre et bardeau,200,1,0,0,,1
2743,113968,LK8-6,Valve Machinery Building,Edifice - machines pour valves,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à Port Colborne,Port Colborne,,35,Ontario,Ontario,Stone Structure,Structure en pierre,213,1,0,0,,1
2744,113969,LK8-7,Electrical Mtce Building,Entretien électrique,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Port Colborne, Ramey Avenue","Canal Welland à port Colborne, ave Ramey",Port Colborne,,35,Ontario,Ontario,Stone structure,Structure en pierre,230,1,0,0,,1
2745,113970,LK8-8,Electrical Building,Edifice d'électricité,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Port Colborne, Ramey Avenue","Canal Welland à port Colborne, ave Ramey",Port Colborne,,35,Ontario,Ontario,Stone Structure,Structure en pierre,230,1,0,0,,1
2746,113971,LK8-9,Control Building,Edifice de contrôle,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à port Colborne,Port Colborne,,35,Ontario,Ontario,Stone Structure,Edifice en pierre,361,2,0,0,,1
2747,113972,LK8-10,Valve Machinery Building,Edifice - machines pour valves,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à port Colborne,Port Colborne,,35,Ontario,Ontario,Stone Structure,Edifice en pierre,213,1,0,0,,1
2748,113973,LK8-11,Linesmen's Building,Edifice pour lignes,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Transmitting/receiving or monitoring,Transmission/réception ou surveillance,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à port Colborne,Port Colborne,,35,Ontario,Ontario,Stone Structure,Structure en pierre,253,1,0,0,,1
2749,113974,LK8-12,Metal Storage Building,Entrepôt pour métal,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à port Colborne,Port Colborne,,35,Ontario,Ontario,,,34,1,0,0,,1
2750,113975,LK8-13,Gate Machinery Building,Edifice pour machines d'écluse,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à port Colborne,Port Colborne,,35,Ontario,Ontario,Stone Structure,Structure en pierre,120,1,0,0,,1
2751,113976,LK8-14,Control House,Edifice contrôle,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à Port Colborne,Port Colborne,,35,Ontario,Ontario,Stone Structure,Structure en pierre,240,2,1,0,,1
2752,113977,LK8-15,Valve Machinery Building,Edifice - machines pour valves,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à port Colborne,Port Colborne,,35,Ontario,Ontario,Stone Structure,Structure en pierre,213,1,0,0,,1
2753,113978,LK8-16,Southern Area Administration Building,Edifice administratif région sud,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130659463,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Office,Bureau,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,133 Mellanby Avenue,133 avenue Mellanby,Port Colborne,,35,Ontario,Ontario,Red Brick Building,Edifice en brique rouge,458,1,0,0,,1
2754,113979,LK8-17,Linehandler's Shelter,Abris pour les homes de ligne,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à port Colborne,Port Colborne,,35,Ontario,Ontario,,,17,1,0,0,,1
2755,113980,LK8-18,Linehandler's Shelter,Abris pour les homes de ligne,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,Welland Canal at Port Colborne,Canal Welland à port Colborne,Port Colborne,,35,Ontario,Ontario,,,17,1,0,0,,1
2796,113926,BR4-1,Bridge Operator's House,Maison de l'opérateur du pont,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Housing – single,Logement - simple,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,,,,,,"Welland Canal at the Homer Bridge, in St Catharines / Niagara-on-the-Lake","Canal Welland au pont Homer, à St Catharines / Niagara-on-the-Lake",St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,161,3,0,0,,1
2797,113927,BR4-2,Electrical Transformer Building,Edifice du transformateur électrique,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at the Homer Bridge, in St Catharines / Niagara-on-the-Lake","Canal Welland au pont Homer, à St Catharines / Niagara-on-the-Lake",St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,256,1,0,0,,1
2798,113928,LK1-1,Pumphouse,Station de pompage,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 1, in St Catharines",Canal Welland écluse no.1 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,206,1,0,0,,1
2799,113929,LK1-2 /LK1-2A /LK1-2B,Valve Intake Building,Edifice des valves d'admissions,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 1, in St Catharines",Canal Welland écluse no.1 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,868,3,0,0,,1
2800,113930,LK1-3,Valve 1-Gate 1 -Machinery Building,Edifice des machines- Valve 1 et porte 1,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 1, in St Catharines",Canal Welland écluse no.1 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,123,1,0,0,,1
2801,113931,LK1-4,Former Pump House,Ancienne station de pompage,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,3,Poor,Piètre qualité,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,"Shelter – equipment, machinery, or supplies","Abri-équipement,machinerie,fournitures",0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 1, in St Catharines",Canal Welland écluse no.1 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,55,1,0,0,,1
2802,113932,LK1-5,Linehandler's Building,Edifice de manutation des cordages,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Lock 1, in St Catharines",Canal Welland écluse no.1 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,164,1,0,0,,1
2803,113933,LK1-6,Northern Area Administration Building,Edifice administratif région nord,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,130659462,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Office,Bureau,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Lock 1, in St Catharines",Canal Welland écluse no.1 à St Catharines,St Catharines,,35,Ontario,Ontario,Red Brick Structure,Structure en brique rouge,469,1,0,0,,1
2804,113934,LK1-7 / LK1-7A,Valve 2-Gate 2 - Machinery/Electric. Building / Electr.,Edifice des machines/ électric.- Valve 1 et porte 1,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 1, in St Catharines",Canal Welland écluse no.1 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone / Siding Structure,Structure en pierre et bardeaux,162,1,0,0,,1
2805,113935,LK1-8,Electrical Building,Edifice d'électricité,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,2,Fair,Passable,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Electrical generation facility,Production d’électricité,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Lock 1, in St Catharines",Canal Welland écluse no.1 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,231,1,0,0,,1
2806,113936,LK1-9,Lock Control Kiosk,Garite de contrôle des portes d'écluses,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Lock 1, in St Catharines",Canal Welland écluse no.1 à St Catharines,St Catharines,,35,Ontario,Ontario,Metal Siding,Bardeaux de métal,20,1,0,0,,1
2807,113937,LK1-10,Lock Control Kiosk,Garite de contrôle des portes d'écluses,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,1,Good,Bon/moyen,1980,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Work in progress,Travail en cours,,Yes,Oui,"Welland Canal at Lock 1, in St Catharines",Canal Welland écluse no.1 à St Catharines,St Catharines,,35,Ontario,Ontario,Metal Siding,Bardeaux métalliques,20,1,0,0,,1
2826,113938,LK2- 1 /LK2-1A /LK2-1B,Valve Intake Building,Edifice des valves d'admissions,1,ACTIVE,Active,Actif,BLDG,Building,Bâtiments,0,,3,Poor,Piètre qualité,1932,,,175,Transport Canada (St. Lawrence Seaway),Transports Canada (Voie maritime du Saint-Laurent),10,Crown Owned,Bien immobilier de l'État,0,Not protected,Non protégé,0,,,,,,,Operation/control centre,Poste de surveillance/centre des opérations,0,NOTASSESSED,Not Assessed,Non évaluée,,0,0,0,0,0,0,Yes,Oui,,Yes,Oui,"Welland Canal at Lock 2, in St Catharines",Canal Welland écluse no.2 à St Catharines,St Catharines,,35,Ontario,Ontario,Stone Structure,Structure en pierre,868,3,0,0,,1
